chrom	pos	sid	nt1	nt2	raw_beta	ldpred_beta
chrom1	1373	1_rs373	A	G	-0.03083014045305843	-0.03083014045305843
chrom1	1374	1_rs374	A	G	-0.004198770419754344	-0.004198770419754344
chrom1	1375	1_rs375	A	G	0.02986385127156451	0.02986385127156451
chrom1	1376	1_rs376	A	G	-0.004809078587973665	-0.004809078587973665
chrom1	1377	1_rs377	A	G	0.012283453931324777	0.012283453931324777
chrom1	1378	1_rs378	A	G	-0.04376755414623552	-0.04376755414623552
chrom1	1379	1_rs379	A	G	0.03283289552382359	0.03283289552382359
chrom1	1380	1_rs380	A	G	-0.007941602350469182	-0.007941602350469182
chrom1	1381	1_rs381	A	G	-0.009742497351799419	-0.009742497351799419
chrom1	1382	1_rs382	A	G	0.019718211430963802	0.019718211430963802
chrom1	1383	1_rs383	A	G	-0.021686483031659272	-0.021686483031659272
chrom1	1384	1_rs384	A	G	-0.020675063146635312	-0.020675063146635312
chrom1	1385	1_rs385	A	G	0.0021670453169335673	0.0021670453169335673
chrom1	1386	1_rs386	A	G	0.009172485123969872	0.009172485123969872
chrom1	1387	1_rs387	A	G	-0.003756749844212694	-0.003756749844212694
chrom1	1388	1_rs388	A	G	0.007342943494299834	0.007342943494299834
chrom1	1389	1_rs389	A	G	0.03577975992722877	0.03577975992722877
chrom1	1390	1_rs390	A	G	-0.005842181317553739	-0.005842181317553739
chrom1	1391	1_rs391	A	G	0.012383253446693178	0.012383253446693178
chrom1	1392	1_rs392	A	G	0.024253943394117506	0.024253943394117506
chrom1	1393	1_rs393	A	G	-0.038835974061324025	-0.038835974061324025
chrom1	1394	1_rs394	A	G	-0.011441689124977165	-0.011441689124977165
chrom1	1395	1_rs395	A	G	-0.025037773051326498	-0.025037773051326498
chrom1	1396	1_rs396	A	G	0.03188517133065798	0.03188517133065798
chrom1	1397	1_rs397	A	G	-0.00741389004180744	-0.00741389004180744
chrom1	1398	1_rs398	A	G	0.018812262605589967	0.018812262605589967
chrom1	1399	1_rs399	A	G	-0.03790568926696899	-0.03790568926696899
chrom1	1400	1_rs400	A	G	0.009366912106141195	0.009366912106141195
chrom1	1401	1_rs401	A	G	-0.04949996040272584	-0.04949996040272584
chrom1	1402	1_rs402	A	G	-0.007406513009866919	-0.007406513009866919
chrom1	1403	1_rs403	A	G	0.00864971664029087	0.00864971664029087
chrom1	1404	1_rs404	A	G	0.007878250902263163	0.007878250902263163
chrom1	1405	1_rs405	A	G	0.01441655736431798	0.01441655736431798
chrom1	1406	1_rs406	A	G	0.015536286601069529	0.015536286601069529
chrom1	1407	1_rs407	A	G	-0.018586891579021332	-0.018586891579021332
chrom1	1408	1_rs408	A	G	0.014668787465094627	0.014668787465094627
chrom1	1409	1_rs409	A	G	0.01772589245063784	0.01772589245063784
chrom1	1410	1_rs410	A	G	0.0378478425076395	0.0378478425076395
chrom1	1411	1_rs411	A	G	-0.03726859414681291	-0.03726859414681291
chrom1	1412	1_rs412	A	G	-0.025310920450676386	-0.025310920450676386
chrom1	1413	1_rs413	A	G	-0.0044693735707096015	-0.0044693735707096015
chrom1	1414	1_rs414	A	G	-0.018519465293342658	-0.018519465293342658
chrom1	1415	1_rs415	A	G	-0.001970223788839903	-0.001970223788839903
chrom1	1416	1_rs416	A	G	0.010871762373456344	0.010871762373456344
chrom1	1417	1_rs417	A	G	0.009756825114706134	0.009756825114706134
chrom1	1418	1_rs418	A	G	-0.006003062384555346	-0.006003062384555346
chrom1	1419	1_rs419	A	G	-0.005210366745963362	-0.005210366745963362
chrom1	1420	1_rs420	A	G	-0.008289978703278751	-0.008289978703278751
chrom1	1421	1_rs421	A	G	-0.0258419433546051	-0.0258419433546051
chrom1	1422	1_rs422	A	G	0.00843351451385166	0.00843351451385166
chrom1	1423	1_rs423	A	G	0.004843181420942762	0.004843181420942762
chrom1	1424	1_rs424	A	G	0.026648795532975552	0.026648795532975552
chrom1	1425	1_rs425	A	G	0.0005002014380358049	0.0005002014380358049
chrom1	1426	1_rs426	A	G	0.007056634904389626	0.007056634904389626
chrom1	1427	1_rs427	A	G	0.028406150575637307	0.028406150575637307
chrom1	1428	1_rs428	A	G	0.027240929349218207	0.027240929349218207
chrom1	1429	1_rs429	A	G	-0.004761546698204273	-0.004761546698204273
chrom1	1430	1_rs430	A	G	-0.02318552436632237	-0.02318552436632237
chrom1	1431	1_rs431	A	G	0.05552145148715545	0.05552145148715545
chrom1	1432	1_rs432	A	G	0.008954356113610515	0.008954356113610515
chrom1	1433	1_rs433	A	G	0.021843214820099238	0.021843214820099238
chrom1	1434	1_rs434	A	G	-0.021246653010150676	-0.021246653010150676
chrom1	1435	1_rs435	A	G	0.03432086770854337	0.03432086770854337
chrom1	1436	1_rs436	A	G	-0.004995142553310479	-0.004995142553310479
chrom1	1437	1_rs437	A	G	-0.012858119056678174	-0.012858119056678174
chrom1	1438	1_rs438	A	G	-0.0038341692162330828	-0.0038341692162330828
chrom1	1439	1_rs439	A	G	-0.010942073307621288	-0.010942073307621288
chrom1	1440	1_rs440	A	G	-0.004188021478472972	-0.004188021478472972
chrom1	1441	1_rs441	A	G	-0.017269770522847967	-0.017269770522847967
chrom1	1442	1_rs442	A	G	0.025117544002365943	0.025117544002365943
chrom1	1443	1_rs443	A	G	-0.01520117921472592	-0.01520117921472592
chrom1	1444	1_rs444	A	G	0.012701038010566806	0.012701038010566806
chrom1	1445	1_rs445	A	G	-0.015314316149353661	-0.015314316149353661
chrom1	1446	1_rs446	A	G	0.00739164990936036	0.00739164990936036
chrom1	1447	1_rs447	A	G	0.0023794856459040848	0.0023794856459040848
chrom1	1448	1_rs448	A	G	0.04484383413427082	0.04484383413427082
chrom1	1449	1_rs449	A	G	0.010249619095369367	0.010249619095369367
chrom1	1450	1_rs450	A	G	-0.012255338534700773	-0.012255338534700773
chrom1	1451	1_rs451	A	G	0.014885329966008982	0.014885329966008982
chrom1	1452	1_rs452	A	G	0.0015472553378798868	0.0015472553378798868
chrom1	1453	1_rs453	A	G	0.044776690604938225	0.044776690604938225
chrom1	1454	1_rs454	A	G	-0.029263272993014993	-0.029263272993014993
chrom1	1455	1_rs455	A	G	0.012135020471488829	0.012135020471488829
chrom1	1456	1_rs456	A	G	-0.0058508447393647595	-0.0058508447393647595
chrom1	1457	1_rs457	A	G	-0.03651747840724458	-0.03651747840724458
chrom1	1458	1_rs458	A	G	0.018621469881233532	0.018621469881233532
chrom1	1459	1_rs459	A	G	-0.01129191656186767	-0.01129191656186767
chrom1	1460	1_rs460	A	G	0.0072895485401284835	0.0072895485401284835
chrom1	1461	1_rs461	A	G	0.0017620844479224157	0.0017620844479224157
chrom1	1462	1_rs462	A	G	-0.022352134864043256	-0.022352134864043256
chrom1	1463	1_rs463	A	G	-0.03898329473487462	-0.03898329473487462
chrom1	1464	1_rs464	A	G	0.0102713567029914	0.0102713567029914
chrom1	1465	1_rs465	A	G	-0.004021400067952902	-0.004021400067952902
chrom1	1466	1_rs466	A	G	-0.011180894231839945	-0.011180894231839945
chrom1	1467	1_rs467	A	G	0.010507892358980678	0.010507892358980678
chrom1	1468	1_rs468	A	G	-0.009889724531951884	-0.009889724531951884
chrom1	1469	1_rs469	A	G	0.0034675022283952904	0.0034675022283952904
chrom1	1470	1_rs470	A	G	0.006656918976814107	0.006656918976814107
chrom1	1471	1_rs471	A	G	0.0016192743053666603	0.0016192743053666603
chrom1	1472	1_rs472	A	G	0.03263316650433212	0.03263316650433212
chrom1	1473	1_rs473	A	G	-0.029645501472942534	-0.029645501472942534
chrom1	1474	1_rs474	A	G	-0.04023544073881905	-0.04023544073881905
chrom1	1475	1_rs475	A	G	-0.011858272085009124	-0.011858272085009124
chrom1	1476	1_rs476	A	G	0.024581578331272065	0.024581578331272065
chrom1	1477	1_rs477	A	G	0.009599201820398143	0.009599201820398143
chrom1	1478	1_rs478	A	G	0.02405276903317663	0.02405276903317663
chrom1	1479	1_rs479	A	G	-0.0025529294453210754	-0.0025529294453210754
chrom1	1480	1_rs480	A	G	0.0026406679621107294	0.0026406679621107294
chrom1	1481	1_rs481	A	G	0.011993752907953162	0.011993752907953162
chrom1	1482	1_rs482	A	G	-0.009061022827672181	-0.009061022827672181
chrom1	1483	1_rs483	A	G	0.0025775967145184697	0.0025775967145184697
chrom1	1484	1_rs484	A	G	-0.004669338375439382	-0.004669338375439382
chrom1	1485	1_rs485	A	G	0.0017407904088642975	0.0017407904088642975
chrom1	1486	1_rs486	A	G	0.00981245313852193	0.00981245313852193
chrom1	1487	1_rs487	A	G	-0.006272176430731729	-0.006272176430731729
chrom1	1488	1_rs488	A	G	0.03550185987693922	0.03550185987693922
chrom1	1489	1_rs489	A	G	0.029203627584222264	0.029203627584222264
chrom1	1490	1_rs490	A	G	0.002856852165808343	0.002856852165808343
chrom1	1491	1_rs491	A	G	0.0008495132816406909	0.0008495132816406909
chrom1	1492	1_rs492	A	G	-0.013139370157487168	-0.013139370157487168
chrom1	1493	1_rs493	A	G	0.003428194321251525	0.003428194321251525
chrom1	1494	1_rs494	A	G	0.005050589521638474	0.005050589521638474
chrom1	1495	1_rs495	A	G	-0.02260742088525722	-0.02260742088525722
chrom1	1496	1_rs496	A	G	-0.02997025132360047	-0.02997025132360047
chrom1	1497	1_rs497	A	G	-0.011384703850210972	-0.011384703850210972
chrom1	1498	1_rs498	A	G	0.0055475803248668	0.0055475803248668
chrom1	1499	1_rs499	A	G	0.006566582916711859	0.006566582916711859
chrom1	1500	1_rs500	A	G	0.006542307422437789	0.006542307422437789
chrom1	1501	1_rs501	A	G	-0.0013568676383611362	-0.0013568676383611362
chrom1	1502	1_rs502	A	G	-0.015665302937435358	-0.015665302937435358
chrom1	1503	1_rs503	A	G	-0.024150479299542178	-0.024150479299542178
chrom1	1504	1_rs504	A	G	0.026415704375783233	0.026415704375783233
chrom1	1505	1_rs505	A	G	-0.011078621876253346	-0.011078621876253346
chrom1	1506	1_rs506	A	G	-0.021669198945203867	-0.021669198945203867
chrom1	1507	1_rs507	A	G	0.0019184708007207825	0.0019184708007207825
chrom1	1508	1_rs508	A	G	0.014799662791388639	0.014799662791388639
chrom1	1509	1_rs509	A	G	0.0014053714138051708	0.0014053714138051708
chrom1	1510	1_rs510	A	G	-0.0016953585944335316	-0.0016953585944335316
chrom1	1511	1_rs511	A	G	0.0024955165264025736	0.0024955165264025736
chrom1	1512	1_rs512	A	G	-0.0021003696620312414	-0.0021003696620312414
chrom1	1513	1_rs513	A	G	0.00533582161661898	0.00533582161661898
chrom1	1514	1_rs514	A	G	0.025192311758003152	0.025192311758003152
chrom1	1515	1_rs515	A	G	-0.04658804719746006	-0.04658804719746006
chrom1	1516	1_rs516	A	G	0.002705998745787464	0.002705998745787464
chrom1	1517	1_rs517	A	G	-0.031185605913124016	-0.031185605913124016
chrom1	1518	1_rs518	A	G	-0.0005815340410181846	-0.0005815340410181846
chrom1	1519	1_rs519	A	G	0.0006697364394649554	0.0006697364394649554
chrom1	1520	1_rs520	A	G	-0.0071177868927407165	-0.0071177868927407165
chrom1	1521	1_rs521	A	G	0.02796334306343624	0.02796334306343624
chrom1	1522	1_rs522	A	G	-0.005917507206916943	-0.005917507206916943
chrom1	1523	1_rs523	A	G	-0.01592828238800497	-0.01592828238800497
chrom1	1524	1_rs524	A	G	0.013267497321421714	0.013267497321421714
chrom1	1525	1_rs525	A	G	-0.0042559513154294525	-0.0042559513154294525
chrom1	1526	1_rs526	A	G	0.04818122290720659	0.04818122290720659
chrom1	1527	1_rs527	A	G	-0.010938052532865006	-0.010938052532865006
chrom1	1528	1_rs528	A	G	-0.02039546393725325	-0.02039546393725325
chrom1	1529	1_rs529	A	G	-0.013688324506287488	-0.013688324506287488
chrom1	1530	1_rs530	A	G	0.016440266607787857	0.016440266607787857
chrom1	1531	1_rs531	A	G	0.002351872773609558	0.002351872773609558
chrom1	1532	1_rs532	A	G	0.031492805817276315	0.031492805817276315
chrom1	1533	1_rs533	A	G	0.0216046261303741	0.0216046261303741
chrom1	1534	1_rs534	A	G	0.036737432382411124	0.036737432382411124
chrom1	1535	1_rs535	A	G	-0.03938170693321473	-0.03938170693321473
chrom1	1536	1_rs536	A	G	-0.0014193675870329836	-0.0014193675870329836
chrom1	1537	1_rs537	A	G	0.019460717486803905	0.019460717486803905
chrom1	1538	1_rs538	A	G	-0.012406227465750345	-0.012406227465750345
chrom1	1539	1_rs539	A	G	-0.0014713045818073945	-0.0014713045818073945
chrom1	1540	1_rs540	A	G	0.01469658829934093	0.01469658829934093
chrom1	1541	1_rs541	A	G	-0.02041574247293879	-0.02041574247293879
chrom1	1542	1_rs542	A	G	-0.00013334382489027687	-0.00013334382489027687
chrom1	1543	1_rs543	A	G	0.0458812552793517	0.0458812552793517
chrom1	1544	1_rs544	A	G	0.016198624776080403	0.016198624776080403
chrom1	1545	1_rs545	A	G	0.005856234730821823	0.005856234730821823
chrom1	1546	1_rs546	A	G	-0.01548548264998804	-0.01548548264998804
chrom1	1547	1_rs547	A	G	0.022755463505696686	0.022755463505696686
chrom1	1548	1_rs548	A	G	-0.000881112440504612	-0.000881112440504612
chrom1	1549	1_rs549	A	G	-0.010506264334793734	-0.010506264334793734
chrom1	1550	1_rs550	A	G	-0.013316951743053371	-0.013316951743053371
chrom1	1551	1_rs551	A	G	-0.018719582095446777	-0.018719582095446777
chrom1	1552	1_rs552	A	G	0.011999005496357684	0.011999005496357684
chrom1	1553	1_rs553	A	G	-0.010170962454629959	-0.010170962454629959
chrom1	1554	1_rs554	A	G	-0.020045021452398327	-0.020045021452398327
chrom1	1555	1_rs555	A	G	-0.0310712892317782	-0.0310712892317782
chrom1	1556	1_rs556	A	G	0.012756680746512787	0.012756680746512787
chrom1	1557	1_rs557	A	G	0.01870716679318141	0.01870716679318141
chrom1	1558	1_rs558	A	G	-0.0317230048756497	-0.0317230048756497
chrom1	1559	1_rs559	A	G	-0.006119629624492928	-0.006119629624492928
chrom1	1560	1_rs560	A	G	0.0012241686184378175	0.0012241686184378175
chrom1	1561	1_rs561	A	G	-0.04675363190087944	-0.04675363190087944
chrom1	1562	1_rs562	A	G	-0.01838666540363236	-0.01838666540363236
chrom1	1563	1_rs563	A	G	-0.0256552116642937	-0.0256552116642937
chrom1	1564	1_rs564	A	G	-0.016532965118771455	-0.016532965118771455
chrom1	1565	1_rs565	A	G	0.0038977032467612813	0.0038977032467612813
chrom1	1566	1_rs566	A	G	0.02534980667701697	0.02534980667701697
chrom1	1567	1_rs567	A	G	0.03804370299407831	0.03804370299407831
chrom1	1568	1_rs568	A	G	-0.0032794264768289815	-0.0032794264768289815
chrom1	1569	1_rs569	A	G	0.03185666800269822	0.03185666800269822
chrom1	1570	1_rs570	A	G	0.006996555497390295	0.006996555497390295
chrom1	1571	1_rs571	A	G	0.001659915557405488	0.001659915557405488
chrom1	1572	1_rs572	A	G	-0.02127937326146706	-0.02127937326146706
chrom1	1573	1_rs573	A	G	0.011107608213889095	0.011107608213889095
chrom1	1574	1_rs574	A	G	0.026693098832506982	0.026693098832506982
chrom1	1575	1_rs575	A	G	0.008944008538028857	0.008944008538028857
chrom1	1576	1_rs576	A	G	-0.016420666912651163	-0.016420666912651163
chrom1	1577	1_rs577	A	G	0.009171083536848158	0.009171083536848158
chrom1	1578	1_rs578	A	G	-0.023337610324875538	-0.023337610324875538
chrom1	1579	1_rs579	A	G	0.010721267961382156	0.010721267961382156
chrom1	1580	1_rs580	A	G	-0.003278896917243807	-0.003278896917243807
chrom1	1581	1_rs581	A	G	-0.01444270331964503	-0.01444270331964503
chrom1	1582	1_rs582	A	G	-0.005419970942183976	-0.005419970942183976
chrom1	1583	1_rs583	A	G	-6.97509886730496e-05	-6.97509886730496e-05
chrom1	1584	1_rs584	A	G	0.0028915403102522416	0.0028915403102522416
chrom1	1585	1_rs585	A	G	0.002027972394474869	0.002027972394474869
chrom1	1586	1_rs586	A	G	-0.01309835636666707	-0.01309835636666707
chrom1	1587	1_rs587	A	G	-0.04603419696329336	-0.04603419696329336
chrom1	1588	1_rs588	A	G	0.0011741970166902196	0.0011741970166902196
chrom1	1589	1_rs589	A	G	0.005167788927335284	0.005167788927335284
chrom1	1590	1_rs590	A	G	0.005029656050830321	0.005029656050830321
chrom1	1591	1_rs591	A	G	0.017187924621531073	0.017187924621531073
chrom1	1592	1_rs592	A	G	0.00015607052908249278	0.00015607052908249278
chrom1	1593	1_rs593	A	G	-0.015866861855675516	-0.015866861855675516
chrom1	1594	1_rs594	A	G	0.01674577954417279	0.01674577954417279
chrom1	1595	1_rs595	A	G	-0.0059787856826866775	-0.0059787856826866775
chrom1	1596	1_rs596	A	G	0.004794120662534577	0.004794120662534577
chrom1	1597	1_rs597	A	G	0.026610878251916853	0.026610878251916853
chrom1	1598	1_rs598	A	G	-0.005013653418687868	-0.005013653418687868
chrom1	1599	1_rs599	A	G	0.0002574133815417331	0.0002574133815417331
chrom1	1600	1_rs600	A	G	-0.0150188026699095	-0.0150188026699095
chrom1	1601	1_rs601	A	G	0.005369133110811878	0.005369133110811878
chrom1	1602	1_rs602	A	G	0.018624348520734812	0.018624348520734812
chrom1	1603	1_rs603	A	G	-0.02889114501466581	-0.02889114501466581
chrom1	1604	1_rs604	A	G	-0.0009822055130482659	-0.0009822055130482659
chrom1	1605	1_rs605	A	G	-0.013452341275859358	-0.013452341275859358
chrom1	1606	1_rs606	A	G	-0.014064732559504843	-0.014064732559504843
chrom1	1607	1_rs607	A	G	0.026378067832178335	0.026378067832178335
chrom1	1608	1_rs608	A	G	-0.002645020584736531	-0.002645020584736531
chrom1	1609	1_rs609	A	G	-0.01169015431823836	-0.01169015431823836
chrom1	1610	1_rs610	A	G	-0.02433177324898743	-0.02433177324898743
chrom1	1611	1_rs611	A	G	-0.03130904834900514	-0.03130904834900514
chrom1	1612	1_rs612	A	G	0.0017621887312455713	0.0017621887312455713
chrom1	1613	1_rs613	A	G	0.013031785567129757	0.013031785567129757
chrom1	1614	1_rs614	A	G	-0.0006429258457896645	-0.0006429258457896645
chrom1	1615	1_rs615	A	G	-0.032170039105112784	-0.032170039105112784
chrom1	1616	1_rs616	A	G	0.002380004506594951	0.002380004506594951
chrom1	1617	1_rs617	A	G	0.009032344233207631	0.009032344233207631
chrom1	1618	1_rs618	A	G	-0.002951912510474823	-0.002951912510474823
chrom1	1619	1_rs619	A	G	0.06150338210598559	0.06150338210598559
chrom1	1620	1_rs620	A	G	0.048028993602824956	0.048028993602824956
chrom1	1621	1_rs621	A	G	-0.021347617840157356	-0.021347617840157356
chrom1	1622	1_rs622	A	G	-0.02412204719188429	-0.02412204719188429
chrom1	1623	1_rs623	A	G	-0.016014359843212332	-0.016014359843212332
chrom1	1624	1_rs624	A	G	-0.0003372244452475405	-0.0003372244452475405
chrom1	1625	1_rs625	A	G	-0.00017750305873798968	-0.00017750305873798968
chrom1	1626	1_rs626	A	G	-0.012182859891394313	-0.012182859891394313
chrom1	1627	1_rs627	A	G	-0.005917888610940264	-0.005917888610940264
chrom1	1628	1_rs628	A	G	-0.03040879305758372	-0.03040879305758372
chrom1	1629	1_rs629	A	G	-0.012986845295524142	-0.012986845295524142
chrom1	1630	1_rs630	A	G	0.01161011981112063	0.01161011981112063
chrom1	1631	1_rs631	A	G	-0.010691132342069757	-0.010691132342069757
chrom1	1632	1_rs632	A	G	-0.016660796108318266	-0.016660796108318266
chrom1	1633	1_rs633	A	G	-0.028199973236291975	-0.028199973236291975
chrom1	1634	1_rs634	A	G	-0.024778458800132633	-0.024778458800132633
chrom1	1635	1_rs635	A	G	-0.02249219824884837	-0.02249219824884837
chrom1	1636	1_rs636	A	G	-0.010581737077189287	-0.010581737077189287
chrom1	1637	1_rs637	A	G	0.018920669190345695	0.018920669190345695
chrom1	1638	1_rs638	A	G	0.033299860365381205	0.033299860365381205
chrom1	1639	1_rs639	A	G	0.010636347548567356	0.010636347548567356
chrom1	1640	1_rs640	A	G	-0.023284515508393288	-0.023284515508393288
chrom1	1641	1_rs641	A	G	-0.014373141882539452	-0.014373141882539452
chrom1	1642	1_rs642	A	G	-0.005615016064037489	-0.005615016064037489
chrom1	1643	1_rs643	A	G	0.04649822392503594	0.04649822392503594
chrom1	1644	1_rs644	A	G	0.005685458345506374	0.005685458345506374
chrom1	1645	1_rs645	A	G	0.01772371241541549	0.01772371241541549
chrom1	1646	1_rs646	A	G	0.014489335738515614	0.014489335738515614
chrom1	1647	1_rs647	A	G	0.004605751660956487	0.004605751660956487
chrom1	1648	1_rs648	A	G	0.02547424095464792	0.02547424095464792
chrom1	1649	1_rs649	A	G	-0.031066169862293113	-0.031066169862293113
chrom1	1650	1_rs650	A	G	0.010853712886465153	0.010853712886465153
chrom1	1651	1_rs651	A	G	0.02798234415516054	0.02798234415516054
chrom1	1652	1_rs652	A	G	-0.0008708304691235737	-0.0008708304691235737
chrom1	1653	1_rs653	A	G	0.012648098785868214	0.012648098785868214
chrom1	1654	1_rs654	A	G	-0.008705384942751927	-0.008705384942751927
chrom1	1655	1_rs655	A	G	-0.005130165875473609	-0.005130165875473609
chrom1	1656	1_rs656	A	G	-0.01577798065989834	-0.01577798065989834
chrom1	1657	1_rs657	A	G	0.023348675592562908	0.023348675592562908
chrom1	1658	1_rs658	A	G	-0.021154381326138363	-0.021154381326138363
chrom1	1659	1_rs659	A	G	-0.01699642583167026	-0.01699642583167026
chrom1	1660	1_rs660	A	G	0.0034105443931113284	0.0034105443931113284
chrom1	1661	1_rs661	A	G	0.006282261713374595	0.006282261713374595
chrom1	1662	1_rs662	A	G	0.016641931085806392	0.016641931085806392
chrom1	1663	1_rs663	A	G	-0.04897551349850457	-0.04897551349850457
chrom1	1664	1_rs664	A	G	-0.020870342832690437	-0.020870342832690437
chrom1	1665	1_rs665	A	G	-0.007811735488899764	-0.007811735488899764
chrom1	1666	1_rs666	A	G	0.003006411834658691	0.003006411834658691
chrom1	1667	1_rs667	A	G	0.010434862288695425	0.010434862288695425
chrom1	1668	1_rs668	A	G	-0.013536165139163116	-0.013536165139163116
chrom1	1669	1_rs669	A	G	-0.0012198811694245006	-0.0012198811694245006
chrom1	1670	1_rs670	A	G	0.015384076662507629	0.015384076662507629
chrom1	1671	1_rs671	A	G	-0.00426724059494663	-0.00426724059494663
chrom1	1672	1_rs672	A	G	-0.014175297548435873	-0.014175297548435873
chrom1	1673	1_rs673	A	G	-0.0014635376964463288	-0.0014635376964463288
chrom1	1674	1_rs674	A	G	-0.013146656661619207	-0.013146656661619207
chrom1	1675	1_rs675	A	G	-0.0077868615534199	-0.0077868615534199
chrom1	1676	1_rs676	A	G	0.01473047058078176	0.01473047058078176
chrom1	1677	1_rs677	A	G	0.009017963213617778	0.009017963213617778
chrom1	1678	1_rs678	A	G	-0.014565985852777725	-0.014565985852777725
chrom1	1679	1_rs679	A	G	-0.05171127956989914	-0.05171127956989914
chrom1	1680	1_rs680	A	G	0.04040573750601896	0.04040573750601896
chrom1	1681	1_rs681	A	G	-0.018614918990030593	-0.018614918990030593
chrom1	1682	1_rs682	A	G	0.0022365567137872374	0.0022365567137872374
chrom1	1683	1_rs683	A	G	-0.032162195022218405	-0.032162195022218405
chrom1	1684	1_rs684	A	G	0.040930964246964796	0.040930964246964796
chrom1	1685	1_rs685	A	G	0.019405543918807278	0.019405543918807278
chrom1	1686	1_rs686	A	G	0.0008746251390629217	0.0008746251390629217
chrom1	1687	1_rs687	A	G	-0.013482610571993953	-0.013482610571993953
chrom1	1688	1_rs688	A	G	0.02119217098853388	0.02119217098853388
chrom1	1689	1_rs689	A	G	-0.025975732337480517	-0.025975732337480517
chrom1	1690	1_rs690	A	G	0.02491363556938646	0.02491363556938646
chrom1	1691	1_rs691	A	G	-0.015438058877308298	-0.015438058877308298
chrom1	1692	1_rs692	A	G	-0.04612191241846173	-0.04612191241846173
chrom1	1693	1_rs693	A	G	0.012937320180280104	0.012937320180280104
chrom1	1694	1_rs694	A	G	0.020905323422804732	0.020905323422804732
chrom1	1695	1_rs695	A	G	0.008683924843186556	0.008683924843186556
chrom1	1696	1_rs696	A	G	0.033294647072013746	0.033294647072013746
chrom1	1697	1_rs697	A	G	0.014300666925945948	0.014300666925945948
chrom1	1698	1_rs698	A	G	0.02256083340771435	0.02256083340771435
chrom1	1699	1_rs699	A	G	-0.023498144670279664	-0.023498144670279664
chrom1	1700	1_rs700	A	G	-0.024886293116775673	-0.024886293116775673
chrom1	1701	1_rs701	A	G	0.0034497757048874023	0.0034497757048874023
chrom1	1702	1_rs702	A	G	0.024167824621903145	0.024167824621903145
chrom1	1703	1_rs703	A	G	-0.0106456125734443	-0.0106456125734443
chrom1	1704	1_rs704	A	G	0.00718073327623941	0.00718073327623941
chrom1	1705	1_rs705	A	G	-0.002128152645692783	-0.002128152645692783
chrom1	1706	1_rs706	A	G	-0.010405732155629907	-0.010405732155629907
chrom1	1707	1_rs707	A	G	0.022476784581021904	0.022476784581021904
chrom1	1708	1_rs708	A	G	-0.0015899009621619647	-0.0015899009621619647
chrom1	1709	1_rs709	A	G	0.011664166744341122	0.011664166744341122
chrom1	1710	1_rs710	A	G	-0.003629015094528581	-0.003629015094528581
chrom1	1711	1_rs711	A	G	-0.02231072411828209	-0.02231072411828209
chrom1	1712	1_rs712	A	G	-0.01945035692276747	-0.01945035692276747
chrom1	1713	1_rs713	A	G	0.024180581568657697	0.024180581568657697
chrom1	1714	1_rs714	A	G	-0.001556983687683428	-0.001556983687683428
chrom1	1715	1_rs715	A	G	0.05493901868457021	0.05493901868457021
chrom1	1716	1_rs716	A	G	0.0283264051728366	0.0283264051728366
chrom1	1717	1_rs717	A	G	-0.0005808349277768262	-0.0005808349277768262
chrom1	1718	1_rs718	A	G	0.03118928596205327	0.03118928596205327
chrom1	1719	1_rs719	A	G	-0.012788084825537713	-0.012788084825537713
chrom1	1720	1_rs720	A	G	-0.014450218314344329	-0.014450218314344329
chrom1	1721	1_rs721	A	G	0.04549909445165306	0.04549909445165306
chrom1	1722	1_rs722	A	G	0.007419894845204602	0.007419894845204602
chrom1	1723	1_rs723	A	G	-0.01523649139019966	-0.01523649139019966
chrom1	1724	1_rs724	A	G	0.02933928694806386	0.02933928694806386
chrom1	1725	1_rs725	A	G	-0.01081754093695059	-0.01081754093695059
chrom1	1726	1_rs726	A	G	0.007940364329220037	0.007940364329220037
chrom1	1727	1_rs727	A	G	-0.0018386258921742136	-0.0018386258921742136
chrom1	1728	1_rs728	A	G	0.0167269515449193	0.0167269515449193
chrom1	1729	1_rs729	A	G	0.004680971383385835	0.004680971383385835
chrom1	1730	1_rs730	A	G	-0.06948092475272981	-0.06948092475272981
chrom1	1731	1_rs731	A	G	-0.029523043040787796	-0.029523043040787796
chrom1	1732	1_rs732	A	G	-0.004204006554308419	-0.004204006554308419
chrom1	1733	1_rs733	A	G	-0.04093328686659341	-0.04093328686659341
chrom1	1734	1_rs734	A	G	0.002595936584459069	0.002595936584459069
chrom1	1735	1_rs735	A	G	-0.024560915079242185	-0.024560915079242185
chrom1	1736	1_rs736	A	G	0.010971535503992139	0.010971535503992139
chrom1	1737	1_rs737	A	G	0.03036971875792432	0.03036971875792432
chrom1	1738	1_rs738	A	G	-0.016039948741890613	-0.016039948741890613
chrom1	1739	1_rs739	A	G	-0.014610926237893283	-0.014610926237893283
chrom1	1740	1_rs740	A	G	0.017304620325312114	0.017304620325312114
chrom1	1741	1_rs741	A	G	0.016565870059572274	0.016565870059572274
chrom1	1742	1_rs742	A	G	-0.009835519981823854	-0.009835519981823854
chrom1	1743	1_rs743	A	G	0.023929004266541157	0.023929004266541157
chrom1	1744	1_rs744	A	G	-0.028119050927947167	-0.028119050927947167
chrom1	1745	1_rs745	A	G	-0.03185153013660665	-0.03185153013660665
chrom1	1746	1_rs746	A	G	0.023689600769650987	0.023689600769650987
